#Campaign GEM 2008/2009 Modeling Challenge
#Event 1
#Metrics 4
#Instrument PBQ
#Submission Observation
#ModelSettingID
#RORnumber
Year Month Day Hour Min Sec GeomagLat GeomagLon dBdt_NorthGeomag dBdt_EastGeomag dBdt_DownGeomag
[year]  [month]  [day] [hour]  [min]  [s] [deg] [deg] [nT/s] [nT/s] [nT/s]
2003 10 29 0 51 30     65.7000     -8.5000     -0.0483      0.3433     -0.0933
2003 10 29 0 52 30     65.7000     -8.5000     -0.1250      0.0250      0.0200
2003 10 29 0 53 30     65.7000     -8.5000      0.0617      0.0600     -0.3950
2003 10 29 0 54 30     65.7000     -8.5000     -0.0100     -0.1000     -0.4217
2003 10 29 0 55 30     65.7000     -8.5000      0.0950     -0.0150     -0.2950
2003 10 29 0 56 30     65.7000     -8.5000      0.1883      0.0517     -0.1400
2003 10 29 0 57 30     65.7000     -8.5000     -0.0017     -0.0550      0.0967
2003 10 29 0 58 30     65.7000     -8.5000      0.0583      0.0667      0.2250
2003 10 29 0 59 30     65.7000     -8.5000      0.0917      0.1817      0.1367
2003 10 29 1 0 30     65.7000     -8.5000     -0.0317      0.0817      0.3050
2003 10 29 1 1 30     65.7000     -8.5000      0.0200      0.1067      0.3467
2003 10 29 1 2 30     65.7000     -8.5000     -0.1833      0.0367      0.1817
2003 10 29 1 3 30     65.7000     -8.5000     -0.1550      0.0917      0.0350
2003 10 29 1 4 30     65.7000     -8.5000     -0.1917      0.0467      0.0900
2003 10 29 1 5 30     65.7000     -8.5000     -0.1517      0.0300      0.0017
2003 10 29 1 6 30     65.7000     -8.5000     -0.0767     -0.1517     -0.2517
2003 10 29 1 7 30     65.7000     -8.5000     -0.0167     -0.1233     -0.3050
2003 10 29 1 8 30     65.7000     -8.5000      0.0033      0.0500     -0.1683
2003 10 29 1 9 30     65.7000     -8.5000      0.0850      0.1317     -0.0250
2003 10 29 1 10 30     65.7000     -8.5000      0.0000      0.0517      0.0617
2003 10 29 1 11 30     65.7000     -8.5000     -0.0483      0.0367      0.0633
2003 10 29 1 12 30     65.7000     -8.5000     -0.1350      0.1000      0.0900
2003 10 29 1 13 30     65.7000     -8.5000      0.0600      0.1417      0.0083
2003 10 29 1 14 30     65.7000     -8.5000     -0.0350      0.0367     -0.0350
2003 10 29 1 15 30     65.7000     -8.5000      0.0800     -0.0867      0.0467
2003 10 29 1 16 30     65.7000     -8.5000      0.1050      0.0400      0.2050
2003 10 29 1 17 30     65.7000     -8.5000      0.0067      0.1267      0.1733
2003 10 29 1 18 30     65.7000     -8.5000     -0.0383      0.0617      0.0417
2003 10 29 1 19 30     65.7000     -8.5000      0.0250      0.0333      0.0233
2003 10 29 1 20 30     65.7000     -8.5000      0.0467      0.0183     -0.0050
2003 10 29 1 21 30     65.7000     -8.5000      0.1167     -0.0283      0.0517
2003 10 29 1 22 30     65.7000     -8.5000      0.0167     -0.0500      0.0300
2003 10 29 1 23 30     65.7000     -8.5000     -0.0967     -0.0817     -0.0100
2003 10 29 1 24 30     65.7000     -8.5000     -0.0867     -0.0867     -0.0283
2003 10 29 1 25 30     65.7000     -8.5000     -0.1917     -0.0650      0.0383
2003 10 29 1 26 30     65.7000     -8.5000     -0.2767     -0.0633      0.0817
2003 10 29 1 27 30     65.7000     -8.5000     -0.2850      0.0533      0.0650
2003 10 29 1 28 30     65.7000     -8.5000      0.0283     -0.0783     -0.1450
2003 10 29 1 29 30     65.7000     -8.5000      0.1350     -0.0767      0.1233
2003 10 29 1 30 30     65.7000     -8.5000      0.1250      0.0217     -0.0383
2003 10 29 1 31 30     65.7000     -8.5000      0.0533      0.0017     -0.0317
2003 10 29 1 32 30     65.7000     -8.5000     -0.0100      0.0550     -0.1950
2003 10 29 1 33 30     65.7000     -8.5000     -0.0533      0.0767      0.1700
2003 10 29 1 34 30     65.7000     -8.5000     -0.0300      0.0817      0.1900
2003 10 29 1 35 30     65.7000     -8.5000     -0.0233      0.0967     -0.0733
2003 10 29 1 36 30     65.7000     -8.5000     -0.0850     -0.0017     -0.1783
2003 10 29 1 37 30     65.7000     -8.5000     -0.0733     -0.1333     -0.2133
2003 10 29 1 38 30     65.7000     -8.5000     -0.1383     -0.1233     -0.0817
2003 10 29 1 39 30     65.7000     -8.5000     -0.1017     -0.0417     -0.0767
2003 10 29 1 40 30     65.7000     -8.5000     -0.0667      0.0150     -0.0283
2003 10 29 1 41 30     65.7000     -8.5000      0.0100     -0.0600     -0.0600
2003 10 29 1 42 30     65.7000     -8.5000      0.1017     -0.0367     -0.0750
2003 10 29 1 43 30     65.7000     -8.5000      0.0350     -0.0417     -0.1650
2003 10 29 1 44 30     65.7000     -8.5000     -0.0033     -0.0350     -0.0700
2003 10 29 1 45 30     65.7000     -8.5000     -0.0850     -0.0500     -0.0350
2003 10 29 1 46 30     65.7000     -8.5000     -0.1450     -0.0667      0.0383
2003 10 29 1 47 30     65.7000     -8.5000     -0.1483      0.0300      0.1433
2003 10 29 1 48 30     65.7000     -8.5000     -0.0933      0.0317      0.0100
2003 10 29 1 49 30     65.7000     -8.5000     -0.0483      0.0683     -0.0650
2003 10 29 1 50 30     65.7000     -8.5000      0.0417      0.0133     -0.0650
2003 10 29 1 51 30     65.7000     -8.5000      0.0300      0.0133     -0.0067
2003 10 29 1 52 30     65.7000     -8.5000     -0.0083      0.0217      0.0233
2003 10 29 1 53 30     65.7000     -8.5000     -0.0833      0.0633     -0.0183
2003 10 29 1 54 30     65.7000     -8.5000     -0.1933      0.0550      0.0033
2003 10 29 1 55 30     65.7000     -8.5000     -0.1617      0.0450      0.0267
2003 10 29 1 56 30     65.7000     -8.5000     -0.1783      0.0283     -0.0017
2003 10 29 1 57 30     65.7000     -8.5000     -0.1400     -0.0133      0.0667
2003 10 29 1 58 30     65.7000     -8.5000     -0.1133     -0.0400      0.1233
2003 10 29 1 59 30     65.7000     -8.5000     -0.0567     -0.0317      0.1450
2003 10 29 2 0 30     65.7000     -8.5000     -0.0150      0.0217      0.1217
2003 10 29 2 1 30     65.7000     -8.5000     -0.0233      0.0550      0.0483
2003 10 29 2 2 30     65.7000     -8.5000     -0.0683      0.0333      0.0033
2003 10 29 2 3 30     65.7000     -8.5000     -0.0650     -0.0033     -0.0283
2003 10 29 2 4 30     65.7000     -8.5000     -0.0483      0.0117     -0.0217
2003 10 29 2 5 30     65.7000     -8.5000      0.0033      0.0400     -0.0583
2003 10 29 2 6 30     65.7000     -8.5000     -0.0650     -0.0517     -0.1333
2003 10 29 2 7 30     65.7000     -8.5000     -0.1433     -0.2033      0.0800
2003 10 29 2 8 30     65.7000     -8.5000     -0.2983     -0.0350      0.6833
2003 10 29 2 9 30     65.7000     -8.5000     -1.0683      0.0100      1.6983
2003 10 29 2 10 30     65.7000     -8.5000     -1.2483     -0.1083      0.7417
2003 10 29 2 11 30     65.7000     -8.5000     -0.0400     -0.2733      0.0267
2003 10 29 2 12 30     65.7000     -8.5000     -0.1500      0.2267      0.5150
2003 10 29 2 13 30     65.7000     -8.5000     -0.4033     -0.3050     -0.4500
2003 10 29 2 14 30     65.7000     -8.5000     -0.5750      0.2583      0.0150
2003 10 29 2 15 30     65.7000     -8.5000     -0.4567     -0.1800     -0.2783
2003 10 29 2 16 30     65.7000     -8.5000     -0.3967     -0.3933     -0.6867
2003 10 29 2 17 30     65.7000     -8.5000     -0.1317      0.2650     -0.9717
2003 10 29 2 18 30     65.7000     -8.5000     -0.5683      0.3450      0.1850
2003 10 29 2 19 30     65.7000     -8.5000     -0.2750      0.2983      0.5400
2003 10 29 2 20 30     65.7000     -8.5000      0.4400     -0.1233      0.2000
2003 10 29 2 21 30     65.7000     -8.5000      0.3350     -0.4083      0.4533
2003 10 29 2 22 30     65.7000     -8.5000      0.6533     -0.3800     -0.6267
2003 10 29 2 23 30     65.7000     -8.5000      0.8100     -0.0567     -0.6867
2003 10 29 2 24 30     65.7000     -8.5000      0.4850     -0.1067     -0.9767
2003 10 29 2 25 30     65.7000     -8.5000     -0.8950     -0.4700     -1.2583
2003 10 29 2 26 30     65.7000     -8.5000     -0.1700     -0.8383      0.6183
2003 10 29 2 27 30     65.7000     -8.5000     -0.5067     -0.2167      1.2967
2003 10 29 2 28 30     65.7000     -8.5000     -0.6050     -0.3517      1.0400
2003 10 29 2 29 30     65.7000     -8.5000     -0.1217      0.7333      1.3667
2003 10 29 2 30 30     65.7000     -8.5000      0.1733      0.9033      0.9333
2003 10 29 2 31 30     65.7000     -8.5000      1.1483      1.0317     -0.9383
2003 10 29 2 32 30     65.7000     -8.5000      0.4783      0.2883     -1.3817
2003 10 29 2 33 30     65.7000     -8.5000      0.3100     -0.6317     -1.5900
2003 10 29 2 34 30     65.7000     -8.5000     -0.2750     -1.1800     -1.0450
2003 10 29 2 35 30     65.7000     -8.5000     -0.2350     -1.0533      0.4067
2003 10 29 2 36 30     65.7000     -8.5000     -0.6133     -0.0267      0.9700
2003 10 29 2 37 30     65.7000     -8.5000     -0.0217     -0.2067      0.7700
2003 10 29 2 38 30     65.7000     -8.5000     -0.1417      0.2933      0.5133
2003 10 29 2 39 30     65.7000     -8.5000      0.2833      0.7950      0.9850
2003 10 29 2 40 30     65.7000     -8.5000      0.0283      0.4383     -0.1000
2003 10 29 2 41 30     65.7000     -8.5000     -0.7567      0.0467      0.4217
2003 10 29 2 42 30     65.7000     -8.5000     -0.2867      0.0933      0.8450
2003 10 29 2 43 30     65.7000     -8.5000      0.6283     -0.1683     -0.0883
2003 10 29 2 44 30     65.7000     -8.5000      0.0733      0.2617      0.1583
2003 10 29 2 45 30     65.7000     -8.5000      0.0683      0.4300      0.0617
2003 10 29 2 46 30     65.7000     -8.5000      0.2933      0.4017     -0.3867
2003 10 29 2 47 30     65.7000     -8.5000      0.5050      0.1300     -0.6950
2003 10 29 2 48 30     65.7000     -8.5000      0.4600     -0.0167     -0.0500
2003 10 29 2 49 30     65.7000     -8.5000      0.4300     -0.0067     -0.1717
2003 10 29 2 50 30     65.7000     -8.5000      0.2550      0.4750      0.2883
2003 10 29 2 51 30     65.7000     -8.5000      0.0300      0.2150     -0.3383
2003 10 29 2 52 30     65.7000     -8.5000      0.1867      0.1567     -0.8117
2003 10 29 2 53 30     65.7000     -8.5000      0.2017      0.0717     -0.5167
2003 10 29 2 54 30     65.7000     -8.5000      0.2550     -0.1933     -0.2633
2003 10 29 2 55 30     65.7000     -8.5000      0.3667     -0.1100      0.0633
2003 10 29 2 56 30     65.7000     -8.5000      0.1067      0.0183      0.1467
2003 10 29 2 57 30     65.7000     -8.5000      0.1133      0.0433     -0.0300
2003 10 29 2 58 30     65.7000     -8.5000      0.3183      0.0183     -0.1667
2003 10 29 2 59 30     65.7000     -8.5000      0.3767      0.0900      0.0500
2003 10 29 3 0 30     65.7000     -8.5000     -0.1500     -0.0617      0.4517
2003 10 29 3 1 30     65.7000     -8.5000     -0.0733     -0.0917      0.0883
2003 10 29 3 2 30     65.7000     -8.5000      0.2533     -0.0100     -0.5883
2003 10 29 3 3 30     65.7000     -8.5000      0.2767     -0.0383     -0.3950
2003 10 29 3 4 30     65.7000     -8.5000      0.2133     -0.0517      0.2767
2003 10 29 3 5 30     65.7000     -8.5000      0.2167     -0.0817      0.1017
2003 10 29 3 6 30     65.7000     -8.5000      0.0400     -0.0817      0.2167
2003 10 29 3 7 30     65.7000     -8.5000      0.0683     -0.1467      0.0333
2003 10 29 3 8 30     65.7000     -8.5000      0.1883     -0.0433      0.1500
2003 10 29 3 9 30     65.7000     -8.5000      0.3467      0.1133     -0.1933
2003 10 29 3 10 30     65.7000     -8.5000      0.1800      0.2250     -0.2733
2003 10 29 3 11 30     65.7000     -8.5000      0.1800     -0.0400     -0.4283
2003 10 29 3 12 30     65.7000     -8.5000     -0.0333     -0.0650     -0.0300
2003 10 29 3 13 30     65.7000     -8.5000      0.1133      0.0317     -0.2217
2003 10 29 3 14 30     65.7000     -8.5000      0.0767      0.0150     -0.2533
2003 10 29 3 15 30     65.7000     -8.5000     -0.1700     -0.0317      0.0050
2003 10 29 3 16 30     65.7000     -8.5000      0.0067      0.0367     -0.3267
2003 10 29 3 17 30     65.7000     -8.5000      0.0583      0.2733     -0.3917
2003 10 29 3 18 30     65.7000     -8.5000      0.1067     -0.2150     -0.6917
2003 10 29 3 19 30     65.7000     -8.5000     -0.0933     -0.5500      0.0200
2003 10 29 3 20 30     65.7000     -8.5000      0.1333      0.0700      0.4583
2003 10 29 3 21 30     65.7000     -8.5000     -0.4417     -0.1050      0.3783
2003 10 29 3 22 30     65.7000     -8.5000     -0.7717      0.3933      0.9200
2003 10 29 3 23 30     65.7000     -8.5000      0.3350      0.5033      0.4167
2003 10 29 3 24 30     65.7000     -8.5000     -0.1200      0.3467      0.1200
2003 10 29 3 25 30     65.7000     -8.5000     -0.0967      0.3583     -0.2267
2003 10 29 3 26 30     65.7000     -8.5000     -0.1733      0.0667     -0.7500
2003 10 29 3 27 30     65.7000     -8.5000     -0.1567      0.0683     -0.7750
2003 10 29 3 28 30     65.7000     -8.5000      0.1117     -0.1050     -0.5883
2003 10 29 3 29 30     65.7000     -8.5000      0.0967     -0.3417     -0.3967
2003 10 29 3 30 30     65.7000     -8.5000      0.0167     -0.1350      0.2783
2003 10 29 3 31 30     65.7000     -8.5000     -0.3200     -0.2150      0.4383
2003 10 29 3 32 30     65.7000     -8.5000     -0.3017     -0.2233      0.1717
2003 10 29 3 33 30     65.7000     -8.5000     -0.5017     -0.1000      0.2100
2003 10 29 3 34 30     65.7000     -8.5000     -0.3633     -0.2200      0.1400
2003 10 29 3 35 30     65.7000     -8.5000      0.5650     -0.2367      0.0267
2003 10 29 3 36 30     65.7000     -8.5000      0.5600     -0.0850      0.0217
2003 10 29 3 37 30     65.7000     -8.5000     -0.1083      0.0617      0.2817
2003 10 29 3 38 30     65.7000     -8.5000     -0.3217      0.1050      0.3233
2003 10 29 3 39 30     65.7000     -8.5000      0.2017      0.0083     -0.2100
2003 10 29 3 40 30     65.7000     -8.5000      0.2417      0.1433     -0.1767
2003 10 29 3 41 30     65.7000     -8.5000      0.1367      0.0417     -0.1467
2003 10 29 3 42 30     65.7000     -8.5000      0.0283     -0.1200     -0.1867
2003 10 29 3 43 30     65.7000     -8.5000     -0.2967     -0.0150      0.0867
2003 10 29 3 44 30     65.7000     -8.5000     -0.2533      0.0683      0.1683
2003 10 29 3 45 30     65.7000     -8.5000     -0.1533     -0.0967      0.0883
2003 10 29 3 46 30     65.7000     -8.5000     -0.1900      0.0800      0.3883
2003 10 29 3 47 30     65.7000     -8.5000     -0.1167      0.2900      0.3683
2003 10 29 3 48 30     65.7000     -8.5000     -0.0100      0.1233      0.2433
2003 10 29 3 49 30     65.7000     -8.5000      0.2883      0.1600      0.3233
2003 10 29 3 50 30     65.7000     -8.5000      0.1333      0.1567      0.2333
2003 10 29 3 51 30     65.7000     -8.5000     -0.0750      0.1333      0.1433
2003 10 29 3 52 30     65.7000     -8.5000     -0.0817      0.1133     -0.0367
2003 10 29 3 53 30     65.7000     -8.5000     -0.0700      0.0633     -0.1617
2003 10 29 3 54 30     65.7000     -8.5000      0.0433      0.0317     -0.2667
2003 10 29 3 55 30     65.7000     -8.5000      0.0367     -0.0150     -0.2117
2003 10 29 3 56 30     65.7000     -8.5000      0.2000     -0.0700     -0.1183
2003 10 29 3 57 30     65.7000     -8.5000      0.2917     -0.0700     -0.1500
2003 10 29 3 58 30     65.7000     -8.5000      0.2717     -0.0383     -0.1083
2003 10 29 3 59 30     65.7000     -8.5000     -0.0217     -0.0500     -0.0283
2003 10 29 4 0 30     65.7000     -8.5000     -0.0550      0.0133      0.1617
2003 10 29 4 1 30     65.7000     -8.5000     -0.1617      0.0333      0.0750
2003 10 29 4 2 30     65.7000     -8.5000      0.0000     -0.0417     -0.1267
2003 10 29 4 3 30     65.7000     -8.5000      0.0800     -0.0400     -0.1133
2003 10 29 4 4 30     65.7000     -8.5000      0.1583     -0.0483     -0.0350
2003 10 29 4 5 30     65.7000     -8.5000      0.0550     -0.0167     -0.0233
2003 10 29 4 6 30     65.7000     -8.5000     -0.2000      0.0583      0.0300
2003 10 29 4 7 30     65.7000     -8.5000     -0.2267      0.0133      0.0000
2003 10 29 4 8 30     65.7000     -8.5000      0.0700     -0.0667     -0.1417
2003 10 29 4 9 30     65.7000     -8.5000      0.1317     -0.0217     -0.0750
2003 10 29 4 10 30     65.7000     -8.5000      0.2533     -0.0350     -0.1150
2003 10 29 4 11 30     65.7000     -8.5000      0.2950     -0.0017     -0.0483
2003 10 29 4 12 30     65.7000     -8.5000      0.1433     -0.0300     -0.0550
2003 10 29 4 13 30     65.7000     -8.5000      0.0683     -0.0350     -0.0167
2003 10 29 4 14 30     65.7000     -8.5000     -0.1183     -0.0033      0.0133
2003 10 29 4 15 30     65.7000     -8.5000     -0.0483     -0.0100     -0.0283
2003 10 29 4 16 30     65.7000     -8.5000      0.1217      0.0750     -0.1867
2003 10 29 4 17 30     65.7000     -8.5000      0.3533      0.0117     -0.3083
2003 10 29 4 18 30     65.7000     -8.5000      0.3767     -0.0833     -0.3017
2003 10 29 4 19 30     65.7000     -8.5000      0.3217     -0.2550     -0.4250
2003 10 29 4 20 30     65.7000     -8.5000      0.0617     -0.0550     -0.1717
2003 10 29 4 21 30     65.7000     -8.5000     -0.1517     -0.1217     -0.0933
2003 10 29 4 22 30     65.7000     -8.5000     -0.3683     -0.0567     -0.1333
2003 10 29 4 23 30     65.7000     -8.5000     -0.4117      0.0667      0.1800
2003 10 29 4 24 30     65.7000     -8.5000     -0.2350      0.0150     -0.0400
2003 10 29 4 25 30     65.7000     -8.5000     -0.0833      0.1250     -0.0033
2003 10 29 4 26 30     65.7000     -8.5000     -0.0750      0.0767     -0.2250
2003 10 29 4 27 30     65.7000     -8.5000      0.1050      0.0483     -0.6600
2003 10 29 4 28 30     65.7000     -8.5000      0.1850     -0.2733     -0.3067
2003 10 29 4 29 30     65.7000     -8.5000      0.0667     -0.2783      0.4317
2003 10 29 4 30 30     65.7000     -8.5000     -0.2617      0.0683      0.8267
2003 10 29 4 31 30     65.7000     -8.5000      0.0967      0.2067      0.6933
2003 10 29 4 32 30     65.7000     -8.5000     -0.0617      0.2433      0.2683
2003 10 29 4 33 30     65.7000     -8.5000     -0.1067      0.1183      0.0300
2003 10 29 4 34 30     65.7000     -8.5000      0.1483      0.1133      0.0800
2003 10 29 4 35 30     65.7000     -8.5000      0.0267      0.1067      0.1700
2003 10 29 4 36 30     65.7000     -8.5000      0.0217      0.1250      0.1283
2003 10 29 4 37 30     65.7000     -8.5000     -0.0750      0.0700      0.0450
2003 10 29 4 38 30     65.7000     -8.5000     -0.1383      0.0967     -0.0200
2003 10 29 4 39 30     65.7000     -8.5000     -0.1283      0.0917     -0.1250
2003 10 29 4 40 30     65.7000     -8.5000     -0.1433     -0.0517     -0.1167
2003 10 29 4 41 30     65.7000     -8.5000     -0.0050     -0.1250     -0.0283
2003 10 29 4 42 30     65.7000     -8.5000     -0.1283     -0.1317      0.1250
2003 10 29 4 43 30     65.7000     -8.5000      0.0017     -0.0950      0.2083
2003 10 29 4 44 30     65.7000     -8.5000     -0.0483     -0.1350      0.0967
2003 10 29 4 45 30     65.7000     -8.5000      0.2117     -0.1000      0.2250
2003 10 29 4 46 30     65.7000     -8.5000      0.1850     -0.0950      0.3150
2003 10 29 4 47 30     65.7000     -8.5000      0.2800     -0.0467      0.2717
2003 10 29 4 48 30     65.7000     -8.5000      0.3400     -0.1217      0.0617
2003 10 29 4 49 30     65.7000     -8.5000      0.0583     -0.2483      0.1417
2003 10 29 4 50 30     65.7000     -8.5000     -0.1667     -0.1717      0.2350
2003 10 29 4 51 30     65.7000     -8.5000     -0.0733     -0.0367      0.0850
2003 10 29 4 52 30     65.7000     -8.5000     -0.1733      0.1683     -0.1750
2003 10 29 4 53 30     65.7000     -8.5000     -0.2250      0.1683      0.2383
2003 10 29 4 54 30     65.7000     -8.5000      0.2467      0.0000     -0.2133
2003 10 29 4 55 30     65.7000     -8.5000      0.0500     -0.2267     -0.0850
2003 10 29 4 56 30     65.7000     -8.5000      0.1667     -0.2300     -0.2017
2003 10 29 4 57 30     65.7000     -8.5000      0.0417     -0.5767     -0.2867
2003 10 29 4 58 30     65.7000     -8.5000     -0.0700     -0.1033      0.3250
2003 10 29 4 59 30     65.7000     -8.5000      0.2150      0.1200     -0.2717
2003 10 29 5 0 30     65.7000     -8.5000      0.0633     -0.1133      0.0167
2003 10 29 5 1 30     65.7000     -8.5000     -0.2733     -0.0117     -0.0650
2003 10 29 5 2 30     65.7000     -8.5000     -0.6033      0.3033     -0.1200
2003 10 29 5 3 30     65.7000     -8.5000     -0.2817      0.0950     -0.2883
2003 10 29 5 4 30     65.7000     -8.5000     -0.3783      0.1850     -0.0517
2003 10 29 5 5 30     65.7000     -8.5000     -0.0133      0.2483      0.0133
2003 10 29 5 6 30     65.7000     -8.5000      0.0217      0.2567     -0.2800
2003 10 29 5 7 30     65.7000     -8.5000      0.0083      0.2533     -0.7117
2003 10 29 5 8 30     65.7000     -8.5000     -0.1500      0.1650     -0.4717
2003 10 29 5 9 30     65.7000     -8.5000     -0.1200      0.0150      0.0317
2003 10 29 5 10 30     65.7000     -8.5000      0.1350      0.0100     -0.2000
2003 10 29 5 11 30     65.7000     -8.5000     -0.1700     -0.0167      0.1517
2003 10 29 5 12 30     65.7000     -8.5000     -0.5850     -0.0767      0.0100
2003 10 29 5 13 30     65.7000     -8.5000     -0.3967     -0.0317      0.0417
2003 10 29 5 14 30     65.7000     -8.5000     -0.1917      0.0317      0.2633
2003 10 29 5 15 30     65.7000     -8.5000     -0.0033     -0.0883     -0.3667
2003 10 29 5 16 30     65.7000     -8.5000      0.2467      0.0100      0.0300
2003 10 29 5 17 30     65.7000     -8.5000      0.1217      0.0933      0.0100
2003 10 29 5 18 30     65.7000     -8.5000     -0.1933      0.0833     -0.1317
2003 10 29 5 19 30     65.7000     -8.5000     -0.1467      0.1033     -0.3867
2003 10 29 5 20 30     65.7000     -8.5000     -0.0867      0.0783     -0.1200
2003 10 29 5 21 30     65.7000     -8.5000      0.2133     -0.1017      0.1883
2003 10 29 5 22 30     65.7000     -8.5000      0.2400     -0.1867     -0.0833
2003 10 29 5 23 30     65.7000     -8.5000      0.1900     -0.0933      0.0850
2003 10 29 5 24 30     65.7000     -8.5000      0.1883     -0.1183      0.1183
2003 10 29 5 25 30     65.7000     -8.5000      0.0583      0.1250      0.3683
2003 10 29 5 26 30     65.7000     -8.5000      0.0883      0.1033      0.0967
2003 10 29 5 27 30     65.7000     -8.5000      0.0533      0.2217     -0.0400
2003 10 29 5 28 30     65.7000     -8.5000      0.0617      0.0700     -0.0883
2003 10 29 5 29 30     65.7000     -8.5000      0.2750     -0.0017     -0.0900
2003 10 29 5 30 30     65.7000     -8.5000      0.2233     -0.0717     -0.0100
2003 10 29 5 31 30     65.7000     -8.5000      0.0200     -0.0233      0.2117
2003 10 29 5 32 30     65.7000     -8.5000     -0.0783     -0.0500      0.0183
2003 10 29 5 33 30     65.7000     -8.5000      0.1500     -0.0283     -0.1633
2003 10 29 5 34 30     65.7000     -8.5000      0.0350      0.1233     -0.0267
2003 10 29 5 35 30     65.7000     -8.5000     -0.1350      0.1950     -0.1117
